FirstName,Surname,Gender
Jaya,Bagchi,Female
Joydeep,DuttaChoudhury,Male
Pritha,Mukherjee,Female
Partha,Chakrabarti,Male
Chandan,Mukhopadhyay,Male
Ishaan,Sekhar,Male
Liton,Mitra,Male
Manas,Ganguly,Male
Varun,Naskar,Male
Yash,Bera,Male
Tithi,Saha,Female
Koyel,Dey,Female
Velan,Pal,Male
Dwij,Datta,Male
Indrani,Khatun,Female
Koel,Bera,Female
Enakshi,Barik,Female
Palash,Hossain,Male
Bappa,Sikdar,Male
Koyel,Mondal,Female
Utpal,Bhowmik,Male
Velan,GhoshDastidar,Male
Rima,Bhattacharjee,Female
Bishal,Bhowmik,Male
Upoma,Roy,Female
Suchitra,Das,Female
Farhanul,Biswas,Male
Namita,Ghosalkar,Female
Arindam,DuttaChoudhury,Male
Hiranmay,Bandyopadhyay,Male
Zinia,Ali,Female
Subhash,Ghoshal,Male
Xavier,Roy,Male
Bikram,Biswas,Male
Manoj,Poddar,Male
Kajal,Adhikary,Female
Aritra,Kar,Male
Bishal,Majumdar,Male
Mithun,Bhattacharya,Male
Hiranmay,Sekhar,Male
Sourav,Mondal,Male
Palash,Barik,Male
Upal,Ghosalkar,Male
Warisha,Das,Female
Ravi,Banerji,Male
Kajal,Pal,Female
Indrani,Bandyopadhyay,Female
Lipika,Sheikh,Female
Animesh,Majumdar,Male
Chandan,Dutta,Male
Dwij,Bhuiyan,Male
Kaushik,Chowdhury,Male
Oishani,GhoshDastidar,Female
Elina,Khan,Female
Subhasis,Saha,Male
Rupam,Basu,Male
Suchismita,GhoshDastidar,Female
Arpan,Ali,Male
Upoma,Basu,Female
Koyel,Mandal,Female
Oishani,Basak,Female
Nabendu,SenGupta,Male
Gouranga,GhoshDastidar,Male
Ishita,DuttaChoudhury,Female
Tina,SenGupta,Female
Gargi,Moitra,Female
Suchismita,Bhuiyan,Female
Dipankar,Banerji,Male
Komal,Sheikh,Female
Kajal,Sikdar,Female
Pratik,Mitra,Male
Yogesh,Chakravarty,Male
Oishani,Ghoshal,Female
Velan,Sinha,Male
Nabamita,Khan,Female
Gouranga,Mazumdar,Male
Naina,Jana,Female
Tapas,Naskar,Male
Hiranmay,Naskar,Male
Mitali,Khatun,Female
Upoma,Khan,Female
Zarin,Chakrabarti,Female
Indranil,SenGupta,Male
Kamal,Mukhopadhyay,Male
Qasim,Gazi,Male
Joydeep,Rahman,Male
Hiranmay,Sengupta,Male
Rima,Roychowdhury,Female
Mrinmoy,Mazumder,Male
Gopal,Naskar,Male
Varun,Chakraborty,Male
Sweta,Chakravarty,Female
Yash,Bagchi,Male
Rimi,Basu,Female
Tithi,Sekhar,Female
Lopamudra,Halder,Female
Puja,Poddar,Female
Jharna,DuttaChoudhury,Female
Gulshan,Sen,Male
Hrithik,Roychowdhury,Male
Ravi,Bagchi,Male
Qayum,Chakma,Male
Lipika,Chatterjee,Female
Dwij,Koley,Male
Kajal,Ghosh,Female
Kaberi,Mandal,Female
Tithi,Roychowdhury,Female
Pradip,Hossain,Male
Jayanta,Mukhopadhyay,Male
Kaushik,Khan,Male
Sweta,Pramanik,Female
Purnima,Chakrabarti,Female
Partha,Rahman,Male
Himadri,Sultana,Male
Indranil,Sultana,Male
Anik,Ghosh,Male
Dwij,Basak,Male
Zahir,Sheikh,Male
Hrithik,Mazumder,Male
Liton,Ghosh,Male
Varun,Pramanik,Male
Ravi,Nandi,Male
Rupali,Mazumdar,Female
Deep,Dey,Male
Subhasis,Mondal,Male
Koel,Barai,Female
Subhajit,Majumdar,Male
Himadri,Datta,Male
Bikram,Roy,Male
Sudip,Sekhar,Male
Yash,SenGupta,Male
Subhash,Datta,Male
Pritha,Koley,Female
Bappa,Paul,Male
Kamal,Mondal,Male
Ritwik,Paul,Male
Velan,Kar,Male
Manoj,Bhowmik,Male
Manisha,Das,Female
Xavier,Khatun,Male
Lopamudra,Ganguly,Female
Wahid,Chatterjee,Male
Laboni,Chakrabarti,Female
Zinia,Pramanik,Female
Arjun,Barai,Male
Farhan,Ghosalkar,Male
Upal,Sen,Male
Deep,Majumdar,Male
Ritwik,Bhuiyan,Male
Gargi,Malakar,Female
Nabendu,Karmakar,Male
Aritra,Gazi,Male
Tina,Sen,Female
Quadir,Kar,Male
Moumita,Mukhopadhyay,Female
Farhan,Pal,Male
Partha,Sultana,Male
Eshani,Halder,Female
Naina,Majumdar,Female
Pritha,Dutta,Female
Puja,Jana,Female
Manas,Saha,Male
Kaushik,Naskar,Male
Faria,Sikdar,Female
Deep,Chakrabarti,Male
Vikram,Ray,Male
Mrinmayee,Malakar,Female
Arpan,Adhikary,Male
Rupali,Chatterjee,Female
Deepto,Chakraborty,Male
Pratik,Karmakar,Male
Xavier,Sinha,Male
Jhumur,Jana,Female
Esha,Kar,Female
Bappa,Bhuiyan,Male
Jharna,Mondal,Female
Rima,Gazi,Female
Subhash,Bhattacharya,Male
Upal,Chowdhury,Male
Joy,Paul,Male
Partha,Chakraborty,Male
Tapas,Roy,Male
Deep,Rahman,Male
Sweta,Mandal,Female
Oindrila,Chatterjee,Female
Faria,Roychowdhury,Female
Dwij,Sultana,Male
Dibakar,Sengupta,Male
Jhumur,Sen,Female
Kaberi,Bhuiyan,Female
Madhumita,Nandi,Female
Subhash,Talukdar,Male
Ravi,Biswas,Male
Arindam,Chakravarty,Male
Swapan,Sengupta,Male
Biplab,Biswas,Male
Nirupam,Paul,Male
Animesh,Chakraborty,Male
Rupali,Basak,Female
Indranil,Chatterjee,Male
Xavier,Mukhopadhyay,Male
Gourab,Bhattacharjee,Male
Jaya,Chatterjee,Female
Tithi,Chatterjee,Female
Eshani,Chakraborty,Female
Kajal,Gazi,Female
Aritra,Chakrabarti,Male
Utpal,Saha,Male
Oindrila,Das,Female
Enakshi,Mazumdar,Female
Arjun,Mazumdar,Male
Jayanta,Ghosalkar,Male
Madhumita,Banerjee,Female
Farhanul,Mazumder,Male
Gargi,Ghosalkar,Female
Chandan,Sheikh,Male
Dwij,Bhattacharya,Male
Anik,Malakar,Male
Suchitra,Sengupta,Female
Purnima,Jana,Female
Dipankar,Mandal,Male
Yogesh,Ghoshal,Male
Partha,Ganguly,Male
Dwij,Deb,Male
Rima,Pramanik,Female
Sweta,Adhikary,Female
Farhanul,Ghoshal,Male
Oishani,Bhowmik,Female
Sourav,Sen,Male
Joydeep,Kundu,Male
Somnath,Kundu,Male
Palash,Mukhopadhyay,Male
Goutam,Barik,Male
Debjit,Moitra,Male
Rupam,Karmakar,Male
Bishal,Banerjee,Male
Dwij,Majumdar,Male
Ishaan,Naskar,Male
Farhanul,Chakma,Male
Koel,Sheikh,Female
Qasim,Bhattacharya,Male
Goutam,Mitra,Male
Ritwik,Munshi,Male
Wasim,Dey,Male
Niladri,Moitra,Male
Farhan,Chakma,Male
Moumita,Chatterjee,Female
Jaya,Deb,Female
Madhumita,Naskar,Female
Pritha,Chakraborty,Female
Eshani,Sengupta,Female
Qamar,Bandyopadhyay,Male
Namita,DuttaChoudhury,Female
Upoma,Banerji,Female
Faria,Sengupta,Female
Ipsita,Jana,Female
Rupak,Sengupta,Male
Wahid,Sultana,Male
Ishaan,Mitra,Male
Dwij,Halder,Male
Qasim,Ghosh,Male
Palash,Sikdar,Male
Arjun,Chakravarty,Male
Xarina,Barai,Female
Somnath,Mukhopadhyay,Male
Somnath,Roychowdhury,Male
Jayanta,Sarkar,Male
Gopal,Sultana,Male
Nikhil,Poddar,Male
Kajal,Karmakar,Female
Zarin,Mandal,Female
Koel,Bandyopadhyay,Female
Jhumur,Bhattacharya,Female
Hrithik,Biswas,Male
Debjit,Poddar,Male
Koyel,Sengupta,Female
Arjun,Banerjee,Male
Puja,Das,Female
Gourab,Sarkar,Male
Tushar,Mitra,Male
Pradip,Ghosalkar,Male
Sweta,DuttaChoudhury,Female
Nabaneeta,Basak,Female
Varun,Mondal,Male
Joy,Chakraborty,Male
Bappa,Pal,Male
Enakshi,Majumdar,Female
Kaberi,Majumdar,Female
Zarin,Ray,Female
Yasmin,Malakar,Female
Quadir,Munshi,Male
Varun,Biswas,Male
Manas,Sekhar,Male
Tanmay,Ghosh,Male
Ritwik,Sikdar,Male
Liton,Basak,Male
Manas,Dutta,Male
Pratik,Moitra,Male
Joydeep,Basak,Male
Lopamudra,Mondal,Female
Sourav,Mitra,Male
Dibakar,Basu,Male
Niladri,Chakraborty,Male
Rukmini,Lodh,Female
Madhumita,Roy,Female
Tumpa,Sengupto,Female
Farhanul,Ghosalkar,Male
Kaberi,Paul,Female
Jharna,Mazumdar,Female
Jhumur,Basak,Female
Zarin,Das,Female
Qamar,Ghoshal,Male
Animesh,Sengupta,Male
Anik,Karmakar,Male
Riya,Kar,Female
Zahir,Sinha,Male
Debjit,Bera,Male
Upal,Sekhar,Male
Moumita,Mitra,Female
Tumpa,SenGupta,Female
Goutam,Das,Male
Faria,Pramanik,Female
Enakshi,Ali,Female
Gourab,Sultana,Male
Indrani,Barai,Female
Payel,Banerjee,Female
Biplab,Kundu,Male
Riya,Poddar,Female
Mitali,Nandi,Female
Farida,Dey,Female
Nabendu,Biswas,Male
Rupak,Sultana,Male
Koyel,Barik,Female
Manoj,Barai,Male
Anik,Khan,Male
Komal,Mitra,Female
Jhumur,Khatun,Female
Puja,Talukdar,Female
Rima,Sinha,Female
Chandan,Gazi,Male
Ipsita,Barik,Female
Esha,Mazumder,Female
Riya,Sultana,Female
Faria,Ray,Female
Wasim,Bhattacharjee,Male
Zahir,Mondal,Male
Deep,Mukhopadhyay,Male
Tapas,Bhattacharya,Male
Dwaipayan,Basu,Male
Qayum,Majumdar,Male
Joydeep,Dutta,Male
Koyel,Kar,Female
Zahir,Basu,Male
Hiranmay,Mondal,Male
Rimi,Kar,Female
Ipsita,Rahman,Female
Velan,Ghosh,Male
Lopamudra,Moitra,Female
Farhanul,Lodh,Male
Goutam,Sengupto,Male
Manisha,Ghoshal,Female
Gouranga,Bera,Male
Gouranga,Dutta,Male
Wasim,Halder,Male
Hrithik,Ghosh,Male
Deepto,Sengupta,Male
Biplab,Dutta,Male
Bishal,Halder,Male
Ishita,Bera,Female
Rimi,Halder,Female
Wahid,Bhattacharya,Male
Moumita,Barua,Female
Jaya,Mondal,Female
Harsha,Gazi,Female
Puja,Sekhar,Female
Dwaipayan,Mitra,Male
Debasis,Sengupto,Male
Naina,Mukhopadhyay,Female
Purnima,Lodh,Female
Oindrila,Jana,Female
Nabendu,Munshi,Male
Indrani,Mukherjee,Female
Nabaneeta,Moitra,Female
Joy,Ray,Male
Varun,Das,Male
Naina,Chakrabarti,Female
Rupali,Chowdhury,Female
Oishee,Mondal,Female
Goutam,Sen,Male
Dwaipayan,Ghoshal,Male
Kaberi,Basu,Female
Manisha,Sheikh,Female
Suchitra,Kar,Female
Madhuri,Malakar,Female
Laboni,Sinha,Female
Elina,Karmakar,Female
Niladri,Koley,Male
Hrithik,Poddar,Male
Yasmin,Mukhopadhyay,Female
Ishaan,Pal,Male
Anik,Chatterjee,Male
Hrithik,Chakraborty,Male
Mrinmoy,Sikdar,Male
Tanmay,Halder,Male
Liton,Saha,Male
Himadri,Ghosalkar,Male
Himadri,DuttaChoudhury,Male
Farida,Roychowdhury,Female
Harsha,Malakar,Female
Joydeep,Sinha,Male
Subhash,Basak,Male
Moumita,Rahman,Female
Zarin,Khatun,Female
Payel,Bhattacharjee,Female
Eshani,Sinha,Female
Bikram,Sen,Male
Deepto,Bagchi,Male
Chandan,Basu,Male
Upoma,Sekhar,Female
Arpan,Dey,Male
Ritwik,DuttaChoudhury,Male
Rupak,Adhikary,Male
Faria,Khan,Female
Gopal,Munshi,Male
Tumpa,Karmakar,Female
Palash,Das,Male
Soma,Jana,Female
Krittika,Sikdar,Female
Moumita,Mandal,Female
Tanmay,Chakma,Male
Rimi,Sikdar,Female
Suchismita,Chatterjee,Female
Dibakar,Sarkar,Male
Mrinmoy,Mandal,Male
Jhumur,Koley,Female
Niladri,Bera,Male
Debasis,Karmakar,Male
Elina,Sarkar,Female
Yash,Sengupta,Male
Jayanta,Majumdar,Male
Komal,Ghoshal,Female
Zinia,Sen,Female
Pratik,Sekhar,Male
Chandan,Deb,Male
Enakshi,Datta,Female
Lipika,DuttaChoudhury,Female
Pritha,Sikdar,Female
Lipika,Chakrabarti,Female
Ravi,Chakrabarti,Male
Sweta,Lodh,Female
Rukmini,Banerji,Female
Subhajit,Barua,Male
Hiranmay,Saha,Male
Ranjit,Munshi,Male
Ishaan,Barai,Male
Esha,Talukdar,Female
Jaya,Datta,Female
Kamal,Sinha,Male
Nabaneeta,Basu,Female
Hiranmay,Sheikh,Male
Hrithik,Basu,Male
Mithun,Banerji,Male
Niladri,Sengupto,Male
Farhanul,Mandal,Male
Farhan,Naskar,Male
Upoma,Das,Female
Komal,Pal,Female
Tuhina,Munshi,Female
Farida,Sengupta,Female
Mithun,Chakravarty,Male
Tina,Basu,Female
Gulshan,Adhikary,Male
Chandan,Adhikary,Male
Laboni,Rahman,Female
Nirupam,Malakar,Male
Rimi,Mukhopadhyay,Female
Xavier,Sarkar,Male
Arjun,Bhattacharjee,Male
Gouranga,Adhikary,Male
Subhash,Chakma,Male
Koyel,Sinha,Female
Velan,Barai,Male
Joydeep,SenGupta,Male
Palash,Chakma,Male
Ipsita,Adhikary,Female
Hrithik,Talukdar,Male
Kamal,Khatun,Male
Rupam,Barik,Male
Tithi,GhoshDastidar,Female
Jaya,Pramanik,Female
Koyel,Sengupto,Female
Arindam,Gazi,Male
Namita,Sengupta,Female
Laboni,Ganguly,Female
Eshani,Chakravarty,Female
Subhasis,Roy,Male
Sweta,Bandyopadhyay,Female
Krittika,Kar,Female
Palash,Ghosh,Male
Kajal,Majumdar,Female
Gargi,Basu,Female
Yogesh,Ray,Male
Oishee,Ganguly,Female
Gouranga,Nandi,Male
Pradip,Pramanik,Male
Indranil,Banerjee,Male
Niladri,Nandi,Male
Arpan,Pramanik,Male
Zinia,Mazumder,Female
Nirupam,Bhuiyan,Male
Kajal,Bera,Female
Nabendu,DuttaChoudhury,Male
Madhuri,Bhowmik,Female
Biplab,Chatterjee,Male
Ritwik,Saha,Male
Tanmay,Chatterjee,Male
Dipankar,DuttaChoudhury,Male
Himadri,Khatun,Male
Suchismita,Sultana,Female
Zarin,Saha,Female
Elina,Ray,Female
Enakshi,Sheikh,Female
Naina,Das,Female
Rupam,Nandi,Male
Zinia,Lodh,Female
Rupak,Khatun,Male
Suchitra,Ghosalkar,Female
Kamal,Das,Male
Tuhina,Mukhopadhyay,Female
Payel,Khan,Female
Dibakar,Munshi,Male
Varun,Sikdar,Male
Lipika,Chakravarty,Female
Yasmin,Ray,Female
Himadri,Bhowmik,Male
Oishani,Sinha,Female
Jhumur,Bandyopadhyay,Female
Dibakar,Naskar,Male
Zinia,Poddar,Female
Bishal,Banerji,Male
Hrithik,Mukherjee,Male
Madhumita,GhoshDastidar,Female
Tapas,Adhikary,Male
Payel,Barik,Female
Suchitra,Ray,Female
Xavier,Khan,Male
Suchitra,Sarkar,Female
Quadir,Poddar,Male
Tithi,Bhattacharjee,Female
Quadir,Chakraborty,Male
Ishaan,Deb,Male
Gouranga,Pramanik,Male
Enakshi,Gazi,Female
Madhuri,Adhikary,Female
Eshani,Mazumder,Female
Upal,GhoshDastidar,Male
Indrani,Ghosh,Female
Bikram,Barai,Male
Payel,Sengupta,Female
Chiranjit,Bhattacharjee,Male
Subhasis,Ghosalkar,Male
Payel,Datta,Female
Tithi,Sengupta,Female
Jharna,Ghosh,Female
Madhuri,Bandyopadhyay,Female
Joydeep,GhoshDastidar,Male
Harsha,Banerji,Female
Farhan,Bhattacharjee,Male
Kaushik,Sekhar,Male
Liton,Hossain,Male
Indranil,Bhuiyan,Male
Joy,Kar,Male
Faria,Bhuiyan,Female
Mrinmayee,Roy,Female
Kaberi,Sarkar,Female
Rima,Naskar,Female
Tumpa,Barai,Female
Yasmin,Biswas,Female
Upoma,Ghoshal,Female
Gopal,Basu,Male
Kamal,Sekhar,Male
Bishal,Datta,Male
Liton,Bhowmik,Male
Oindrila,Talukdar,Female
Kamal,Mazumdar,Male
Qayum,Ganguly,Male
Dwaipayan,Barai,Male
Varun,Talukdar,Male
Yasmin,Adhikary,Female
Lipika,Ghoshal,Female
Ishita,Karmakar,Female
Joydeep,Mazumder,Male
Wasim,Roy,Male
Sweta,Mukherjee,Female
Qayum,Ray,Male
Gargi,Adhikary,Female
Hrithik,Mandal,Male
Xarina,Gazi,Female
Sourav,Barai,Male
Nikhil,Saha,Male
Velan,Khatun,Male
Namita,Basak,Female
Bappa,Deb,Male
Bishal,Chatterjee,Male
Velan,Biswas,Male
Koyel,Mukherjee,Female
Pradip,Mitra,Male
Riya,Basak,Female
Niladri,GhoshDastidar,Male
Ipsita,Sheikh,Female
Madhumita,Mazumder,Female
Himadri,Mitra,Male
Ipsita,Bhattacharjee,Female
Gargi,Majumdar,Female
Zarin,Jana,Female
Puja,Khan,Female
Arjun,Chatterjee,Male
Sweta,Rahman,Female
Farhan,Rahman,Male
Himadri,Sengupto,Male
Animesh,Khan,Male
Madhuri,Mukherjee,Female
Rupali,Pramanik,Female
Velan,Datta,Male
Enakshi,Munshi,Female
Mrinmayee,Sekhar,Female
Rimi,Ghosh,Female
Krittika,Naskar,Female
Subhajit,Naskar,Male
Animesh,Bera,Male
Dwij,Sikdar,Male
Oindrila,Roychowdhury,Female
Koyel,Ganguly,Female
Velan,Khan,Male
Ranjit,Mukhopadhyay,Male
Aritra,Das,Male
Jayanta,Poddar,Male
Kajal,Bhuiyan,Female
Upal,Bandyopadhyay,Male
Dwaipayan,Sikdar,Male
Wahid,Koley,Male
Lopamudra,Ghosh,Female
Sourav,Khan,Male
Koyel,Paul,Female
Somnath,Ghosalkar,Male
Mithun,Ghoshal,Male
Ishita,Chatterjee,Female
Indrani,Paul,Female
Tuhina,Rahman,Female
Puja,Kundu,Female
Biplab,Mondal,Male
Hiranmay,DuttaChoudhury,Male
Oishee,Deb,Female
Farida,Sikdar,Female
Bikram,Talukdar,Male
Yash,Banerjee,Male
Payel,Sultana,Female
Lopamudra,Sheikh,Female
Jhumur,Nandi,Female
Oindrila,Sekhar,Female
Qayum,Barua,Male
Velan,Chakravarty,Male
Rima,Mandal,Female
Indrani,Mazumdar,Female
Deepto,Khatun,Male
Arindam,Pramanik,Male
Partha,Chakravarty,Male
Mrinmayee,Saha,Female
Naina,Datta,Female
Komal,Saha,Female
Harsha,Barik,Female
Ranjit,Bagchi,Male
Tanmay,Pramanik,Male
Esha,Poddar,Female
Yasmin,Sen,Female
Deepto,Mazumder,Male
Yogesh,Pramanik,Male
Rimi,Roychowdhury,Female
Yasmin,Munshi,Female
Deep,Mondal,Male
Soma,Datta,Female
Oishani,Ghosh,Female
Sudip,Ray,Male
Nikhil,Chakraborty,Male
Pratik,Saha,Male
Rupali,Sinha,Female
Gourab,Datta,Male
Rupak,Ghosh,Male
Kaushik,Chakma,Male
Komal,SenGupta,Female
Liton,Majumdar,Male
Dibakar,Halder,Male
Kaushik,Datta,Male
Liton,Das,Male
Payel,Ali,Female
Rupak,Karmakar,Male
Soma,Mukherjee,Female
Madhuri,Khan,Female
Gargi,Biswas,Female
Mithun,Barik,Male
Hiranmay,Bera,Male
Liton,SenGupta,Male
Rukmini,Ghosh,Female
Koel,Ghosalkar,Female
Farida,Basak,Female
Faria,DuttaChoudhury,Female
Laboni,Sikdar,Female
Xavier,Adhikary,Male
Rukmini,Sikdar,Female
Dipankar,Mazumdar,Male
Chandan,Barai,Male
Nirupam,Bera,Male
Tushar,Sheikh,Male
Somnath,Biswas,Male
Mrinmoy,Koley,Male
Esha,Chatterjee,Female
Oishee,Sekhar,Female
Indranil,Datta,Male
Upal,Naskar,Male
Sweta,Barai,Female
Deep,Sinha,Male
Payel,Pramanik,Female
Laboni,Ghosh,Female
Yogesh,Moitra,Male
Nikhil,Bhuiyan,Male
Arjun,Talukdar,Male
Tina,Bagchi,Female
Farida,Lodh,Female
Ishita,Mazumdar,Female
Kaberi,Sultana,Female
Upoma,Mandal,Female
Goutam,Banerjee,Male
Tapas,Halder,Male
Xavier,Banerjee,Male
Rupali,Naskar,Female
Xarina,Sengupta,Female
Warisha,Biswas,Female
Tuhina,Saha,Female
Chandan,Banerjee,Male
Varun,Jana,Male
Sourav,Das,Male
Laxmi,Adhikary,Female
Indrani,Bhattacharya,Female
Nirupam,Barua,Male
Enakshi,Rahman,Female
Pratik,Hossain,Male
Pradip,Deb,Male
Mrinmayee,Bera,Female
Arpan,Bera,Male
Hiranmay,Karmakar,Male
Jaya,Sarkar,Female
Yasmin,Koley,Female
Jayanta,Ghosh,Male
Qamar,GhoshDastidar,Male
Madhuri,Ali,Female
Zinia,Ghoshal,Female
Kaberi,Biswas,Female
Lopamudra,Bandyopadhyay,Female
Debjit,Kar,Male
Rupam,Sarkar,Male
Tapas,Talukdar,Male
Bappa,Gazi,Male
Subhash,Kar,Male
Pratik,Adhikary,Male
Koel,Jana,Female
Zinia,SenGupta,Female
Upal,Moitra,Male
Mithun,Poddar,Male
Utpal,Mandal,Male
Nabaneeta,Barik,Female
Bappa,Bhattacharjee,Male
Mithun,Banerjee,Male
Payel,Malakar,Female
Rupak,Koley,Male
Puja,Sengupta,Female
Kamal,Barua,Male
Oindrila,Mazumder,Female
Tina,Majumdar,Female
Aritra,Khan,Male
Chiranjit,Roy,Male
Purnima,DuttaChoudhury,Female
Indrani,Sheikh,Female
Indranil,Bagchi,Male
Tuhina,Naskar,Female
Bishal,Bhattacharya,Male
Laxmi,Ali,Female
Lopamudra,Sarkar,Female
Riya,Barua,Female
Yasmin,Dey,Female
Mrinmoy,Bhowmik,Male
Dwaipayan,Pal,Male
Farhanul,Sarkar,Male
Rimi,GhoshDastidar,Female
Varun,SenGupta,Male
Tushar,Dey,Male
Swapan,Mukhopadhyay,Male
Payel,Biswas,Female
Velan,Bera,Male
Zahir,DuttaChoudhury,Male
Swapan,Sengupto,Male
Ravi,Roy,Male
Dwaipayan,Sheikh,Male
Upoma,Mukhopadhyay,Female
Jhumur,Malakar,Female
Oishani,Mukhopadhyay,Female
Joy,Moitra,Male
Eshani,Ghosh,Female
Wahid,Sekhar,Male
Goutam,Chatterjee,Male
Xavier,Chakraborty,Male
Niladri,Sultana,Male
Naina,Sengupto,Female
Manas,Nandi,Male
Qasim,Mukhopadhyay,Male
Ishita,Sekhar,Female
Sourav,Sengupto,Male
Dibakar,Koley,Male
Farida,Bera,Female
Yasmin,Das,Female
Ravi,Sen,Male
Dipankar,Bhattacharya,Male
Lipika,Roychowdhury,Female
Arpan,Mukherjee,Male
Krittika,Rahman,Female
Moumita,Sheikh,Female
Debjit,Bandyopadhyay,Male
Deepto,Rahman,Male
Laxmi,Barik,Female
Lipika,Bagchi,Female
Debjit,Das,Male
Arpan,Jana,Male
Somnath,Hossain,Male
Anik,Nandi,Male
Payel,Bhattacharya,Female
Ravi,Moitra,Male
Upal,DuttaChoudhury,Male
Partha,Bhattacharjee,Male
Nabendu,Nandi,Male
Wahid,Banerjee,Male
Kaushik,Chatterjee,Male
Suchismita,Roy,Female
Wasim,Ghosh,Male
Tushar,Barik,Male
Rima,Ali,Female
Zarin,Ghosalkar,Female
Somnath,Basak,Male
Upal,Ghoshal,Male
Qayum,Hossain,Male
Pihu,Chakraborty,Female
Upal,Ganguly,Male
Lopamudra,Barua,Female
Hiranmay,Das,Male
Deepto,Roy,Male
Nabaneeta,Bhuiyan,Female
Dipankar,Saha,Male
Esha,Barik,Female
Gargi,Basak,Female
Manas,Ghosalkar,Male
Wasim,Sikdar,Male
Riya,Mukherjee,Female
Enakshi,Talukdar,Female
Deepto,Poddar,Male
Joy,Bhattacharya,Male
Debasis,Deb,Male
Kamal,Lodh,Male
Arjun,Sultana,Male
Oishee,Roychowdhury,Female
Rukmini,Mazumder,Female
Rupali,Paul,Female
Himadri,Basu,Male
Ishita,Talukdar,Female
Krittika,Dey,Female
Eshani,SenGupta,Female
Warisha,Barai,Female
Zinia,Barik,Female
Wahid,Kar,Male
Qamar,Jana,Male
Riya,DuttaChoudhury,Female
Laxmi,Ghosh,Female
Hiranmay,Datta,Male
Indranil,Basak,Male
Pritha,Barua,Female
Indranil,Mazumder,Male
Wasim,Lodh,Male
Tithi,Sultana,Female
Kaberi,Chakravarty,Female
Sudip,Basak,Male
Qayum,Khatun,Male
Pratik,Bhattacharjee,Male
Oishee,Ghosh,Female
Koyel,Lodh,Female
Nikhil,Sinha,Male
Varun,Ali,Male
Gulshan,Ghosh,Male
Manisha,Datta,Female
Nabendu,Sultana,Male
Oishani,Banerji,Female
Joydeep,Talukdar,Male
Jhumur,Das,Female
Payel,Sekhar,Female
Himadri,Moitra,Male
Koyel,Chatterjee,Female
Purnima,Naskar,Female
Madhumita,Sheikh,Female
Arpan,Saha,Male
Enakshi,DuttaChoudhury,Female
Qayum,Gazi,Male
Sweta,Banerji,Female
Zinia,Ghosh,Female
Enakshi,Bagchi,Female
Pradip,Mukherjee,Male
Qasim,Sengupta,Male
Arpan,Sen,Male
Qasim,Bhattacharjee,Male
Utpal,Ghoshal,Male
Swapan,Chowdhury,Male
Debasis,DuttaChoudhury,Male
Namita,Jana,Female
Liton,Sikdar,Male
Liton,Moitra,Male
Dibakar,Kar,Male
Deepto,Halder,Male
Joy,Khan,Male
Krittika,Barua,Female
Deepto,GhoshDastidar,Male
Mrinmoy,Ganguly,Male
Qasim,Chakrabarti,Male
Farhan,Khatun,Male
Manoj,Bhattacharjee,Male
Tithi,Chakraborty,Female
Tina,Mukherjee,Female
Hiranmay,Majumdar,Male
Ipsita,Kundu,Female
Suchitra,Bhattacharya,Female
Krittika,Malakar,Female
Suchismita,Malakar,Female
Jharna,Mandal,Female
Xarina,Mazumder,Female
Goutam,Bandyopadhyay,Male
Naina,Sarkar,Female
Pritha,Ghosalkar,Female
Pradip,Talukdar,Male
Ipsita,Mondal,Female
Hiranmay,Khatun,Male
Riya,Jana,Female
Manisha,Poddar,Female
Jhumur,Kar,Female
Kaberi,Malakar,Female
Kaberi,Barik,Female
Pradip,Sheikh,Male
Komal,Ali,Female
Animesh,Basak,Male
Esha,Banerji,Female
Xarina,Ali,Female
Ishita,Ali,Female
Soma,DuttaChoudhury,Female
Laboni,Mandal,Female
Animesh,Mondal,Male
Moumita,Sultana,Female
Rupam,Majumdar,Male
Bishal,Munshi,Male
Nirupam,Rahman,Male
Yogesh,Chatterjee,Male
Pratik,Bera,Male
Pratik,Koley,Male
Qayum,Rahman,Male
Nabaneeta,Bagchi,Female
Kaberi,Mitra,Female
Puja,Rahman,Female
Rupali,Ganguly,Female
Qayum,Bandyopadhyay,Male
Mithun,Roy,Male
Pihu,Paul,Female
Dwaipayan,Moitra,Male
Chiranjit,Sen,Male
Komal,Rahman,Female
Kaushik,Ghoshal,Male
Purnima,Banerjee,Female
Tina,Mandal,Female
Zarin,Naskar,Female
Subhash,Chakraborty,Male
Kaushik,Sen,Male
Tumpa,Sinha,Female
Wahid,Jana,Male
Tuhina,Roy,Female
Himadri,Mukhopadhyay,Male
Zahir,Khatun,Male
Jayanta,Barik,Male
Manas,Bhuiyan,Male
Naina,Basak,Female
Eshani,Sultana,Female
Faria,Bhowmik,Female
Gouranga,Sinha,Male
Arjun,Rahman,Male
Swapan,Mitra,Male
Subhajit,Dey,Male
Hiranmay,Adhikary,Male
Rimi,Barai,Female
Ravi,Mazumder,Male
Dipankar,Roychowdhury,Male
Rupak,Banerji,Male
Rima,Talukdar,Female
Tumpa,Sengupta,Female
Wasim,Munshi,Male
Swapan,Hossain,Male
Gulshan,Bhuiyan,Male
Joydeep,Sen,Male
Kaushik,Basak,Male
Tina,Chowdhury,Female
Subhasis,Naskar,Male
Bishal,Sen,Male
